총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,,접수대수,,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
경남,거제시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","307
 (0)
 (0)
 (0)
 (0)
 (307)",307,0,0,0,0,307,"243
 (115)
 (11)
 (29)
 (27)
 (61)",243,115,11,29,27,61,64,246,"241
 (115)
 (11)
 (29)
 (27)
 (59)",241,"66
 (0)
 (0)
 (0)
 (0)
 (248)","* 사업기간 : 23.9.18.(월) 09:00 ~ 23.12.8.(금) 18:00 (예산 소진 시 조기종료)
* 2023.12.18.일까지 지급 신청하여야 함"
경남,양산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","393
 (50)
 (37)
 (0)
 (52)
 (254)",393,50,37,0,52,254,"339
 (154)
 (13)
 (51)
 (25)
 (96)",339,154,13,51,25,96,54,158,"339
 (154)
 (13)
 (51)
 (25)
 (96)",339,"54
 (0)
 (24)
 (0)
 (27)
 (158)","예산에 따라 물량은 달라질 수 있습니다. 
."
경남,의령군,전기화물,"*일반: 접수순
*우선: 접수순","68
 (0)
 (0)
 (0)
 (0)
 (68)",68,0,0,0,0,68,"39
 (13)
 (2)
 (2)
 (1)
 (21)",39,13,2,2,1,21,29,47,"39
 (13)
 (2)
 (2)
 (1)
 (21)",39,"29
 (0)
 (0)
 (0)
 (0)
 (47)",화물70대
경남,함안군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","200
 (15)
 (15)
 (0)
 (30)
 (140)",200,15,15,0,30,140,"157
 (34)
 (3)
 (46)
 (3)
 (71)",157,34,3,46,3,71,43,69,"157
 (34)
 (3)
 (46)
 (3)
 (71)",157,"43
 (0)
 (12)
 (0)
 (27)
 (69)",
경남,창녕군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","59
 (9)
 (9)
 (0)
 (9)
 (32)",59,9,9,0,9,32,"92
 (24)
 (2)
 (7)
 (9)
 (50)",92,24,2,7,9,50,0,0,"75
 (15)
 (2)
 (7)
 (9)
 (42)",75,"0
 (0)
 (7)
 (0)
 (0)
 (0)",
경남,고성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","110
 (11)
 (11)
 (1)
 (22)
 (65)",110,11,11,1,22,65,"98
 (31)
 (2)
 (8)
 (7)
 (50)",98,31,2,8,7,50,12,15,"98
 (31)
 (2)
 (8)
 (7)
 (50)",98,"12
 (0)
 (9)
 (0)
 (15)
 (15)",
경남,남해군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","98
 (11)
 (11)
 (0)
 (20)
 (56)",98,11,11,0,20,56,"71
 (12)
 (2)
 (7)
 (0)
 (50)",71,12,2,7,0,50,27,6,"70
 (12)
 (2)
 (7)
 (0)
 (49)",70,"28
 (0)
 (9)
 (0)
 (20)
 (7)",
경남,하동군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","89
 (15)
 (10)
 (0)
 (20)
 (44)",89,15,10,0,20,44,"89
 (22)
 (4)
 (5)
 (1)
 (57)",89,22,4,5,1,57,0,0,"89
 (22)
 (4)
 (5)
 (1)
 (57)",89,"0
 (0)
 (6)
 (0)
 (19)
 (0)",
경남,산청군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","99
 (10)
 (10)
 (0)
 (20)
 (59)",99,10,10,0,20,59,"114
 (40)
 (2)
 (5)
 (5)
 (62)",114,40,2,5,5,62,0,0,"112
 (40)
 (2)
 (5)
 (5)
 (60)",112,"0
 (0)
 (8)
 (0)
 (15)
 (0)",
경남,함양군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","51
 (0)
 (0)
 (0)
 (0)
 (51)",51,0,0,0,0,51,"49
 (20)
 (2)
 (5)
 (1)
 (21)",49,20,2,5,1,21,2,30,"49
 (20)
 (2)
 (5)
 (1)
 (21)",49,"2
 (0)
 (0)
 (0)
 (0)
 (30)",
경남,거창군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","94
 (7)
 (12)
 (0)
 (19)
 (56)",94,7,12,0,19,56,"78
 (9)
 (6)
 (11)
 (12)
 (40)",78,9,6,11,12,40,16,16,"78
 (9)
 (6)
 (11)
 (12)
 (40)",78,"16
 (0)
 (6)
 (0)
 (7)
 (16)","○ 2023년 전기자동차 보급사업(승용, 화물) 마감되었습니다.

○ 화물 물량 8대로 변경(2023. 10. 18.)

○ 신청자격 반드시 확인
  ※ 지방세, 주정차과태료, 세외수입, 환경개선부담금 등 체납시 자격부여 불가(사전에 확인)

○ 지원대상자 확정 후 10일 이내 차량이 출고되지 않을 경우 별도의 통보 없이 대상자 선정 취소

○ 차량가액에 따라 기초연금 등 수급대상에서 탈락할 수 있으므로 사전에 반드시 확인

○ 전기자동차 구매 보조금 지급받은 자가 의무운행기간 내 거창군 외의 지역으로 자동차 등록 주소지를 변경하거나 타 지자체 판매시 운행기간별 보조금 회수요율에 따라 보조금을 회수조치함

○ 공고문 준수사항 등 반드시 확인바랍니다."
경남,합천군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","67
 (5)
 (4)
 (0)
 (2)
 (56)",67,5,4,0,2,56,"93
 (39)
 (4)
 (2)
 (2)
 (46)",93,39,4,2,2,46,0,10,"71
 (30)
 (3)
 (1)
 (2)
 (35)",71,"0
 (0)
 (1)
 (0)
 (0)
 (21)","전기화물 물량소진으로 마감되었습니다. 
 ※ 선정물량 중 포기자 및 취소자 발생 시 후순위 선정 가능

전기승용 물량 현재 남아있습니다. 문의 후 신청 바랍니다."
제주,제주특별자치도,전기화물,"*일반: 접수+출고등록순
*우선: 접수+출고등록순","2200
 (220)
 (220)
 (0)
 (0)
 (1760)",2200,220,220,0,0,1760,"1570
 (979)
 (132)
 (64)
 (0)
 (395)",1570,979,132,64,0,395,630,1365,"1570
 (979)
 (132)
 (64)
 (0)
 (395)",1570,"630
 (0)
 (88)
 (0)
 (0)
 (1365)","&lt;2023년도 하반기 전기자동차 민간보급 공고&gt;
□ 보급물량 : 승용 2,000대, 화물 1,100대"
공단,한국환경공단,전기화물,"*일반: 출고등록순
*우선: 출고등록순","6500
 (650)
 (650)
 (3900)
 (1300)
 (0)",6500,650,650,3900,1300,0,"2632
 (195)
 (133)
 (2304)
 (0)
 (0)",2632,195,133,2304,0,0,3868,0,"2632
 (195)
 (133)
 (2304)
 (0)
 (0)",2632,"3868
 (455)
 (517)
 (1596)
 (1300)
 (0)","- 신속한 업무 처리를 위해 전화 문의 자제 부탁드립니다.
- 모든 절차 검토는 접수된 순서로 진행합니다

&lt;- 하반기 공고문은 다운로드 버튼 클릭하시면 확인 가능합니다."
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,`,,,,,,,,,,,,,,,,,,,
