총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,,접수대수,,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
경북,칠곡군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","170
 (25)
 (25)
 (0)
 (50)
 (70)",170,25,25,0,50,70,"70
 (43)
 (4)
 (10)
 (6)
 (7)",70,43,4,10,6,7,100,63,"70
 (43)
 (4)
 (10)
 (6)
 (7)",70,"100
 (0)
 (21)
 (0)
 (44)
 (63)",
경북,예천군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","150
 (0)
 (0)
 (0)
 (0)
 (150)",150,0,0,0,0,150,"57
 (51)
 (0)
 (1)
 (0)
 (5)",57,51,0,1,0,5,93,145,"57
 (51)
 (0)
 (1)
 (0)
 (5)",57,"93
 (0)
 (0)
 (0)
 (0)
 (145)",
경북,봉화군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","33
 (0)
 (0)
 (0)
 (0)
 (33)",33,0,0,0,0,33,"26
 (10)
 (0)
 (2)
 (0)
 (14)",26,10,0,2,0,14,7,19,"26
 (10)
 (0)
 (2)
 (0)
 (14)",26,"7
 (0)
 (0)
 (0)
 (0)
 (19)",
경북,울진군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","172
 (20)
 (14)
 (0)
 (40)
 (98)",172,20,14,0,40,98,"14
 (8)
 (1)
 (1)
 (0)
 (4)",14,8,1,1,0,4,158,94,"14
 (8)
 (1)
 (1)
 (0)
 (4)",14,"158
 (12)
 (13)
 (0)
 (40)
 (94)",
경북,울릉군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","10
 (1)
 (1)
 (0)
 (2)
 (6)",10,1,1,0,2,6,"14
 (7)
 (0)
 (2)
 (0)
 (5)",14,7,0,2,0,5,0,1,"14
 (7)
 (0)
 (2)
 (0)
 (5)",14,"0
 (0)
 (1)
 (0)
 (2)
 (1)",
경남,창원시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","300
 (0)
 (0)
 (0)
 (0)
 (300)",300,0,0,0,0,300,"372
 (241)
 (21)
 (45)
 (13)
 (52)",372,241,21,45,13,52,0,248,"372
 (241)
 (21)
 (45)
 (13)
 (52)",372,"0
 (0)
 (0)
 (0)
 (0)
 (248)","※ 2024년  창원시 전기자동차 보급 사업 2차

★ 공고 : 7월 9일(화)  ~ 
    접수 : 7월 11일 14시 화물 접수 시작 
    보급대수 : 화물 100여대
    
★ 반드시 2차 공고  붙임 서식으로 접수해야합니다. (서식내용 변경있습니다// 의무운행기간 변경(관련법 개정))
  - 예전 1차 공고 서식으로 제출시 => 보완 하셔야합니다

★ 초본에 반드시 발생일자/변동일자가 나오도록 해야 거주기간 확인가능
★ 전산상 보이는 잔여대수와 실제 보급가능 대수는 다릅니다!!!!!
    ( 추가보조금 지원차량의 선정 대수에 따라 예산범위안에서 보급가능대수 산정)
    - 판매 제조사는 신청서류를 한장의 PDF파일로 첨부해 주시길 바랍니다.
    - 보조금 지급 대상자 확정 받지 않고 차량 출고 후 보조금 지급 신청 시 보조금 지급 불가

★ 7.26. 부터 변경된 서식으로 신청바랍니다. (첨부서식 참고)"
경남,진주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","200
 (0)
 (0)
 (0)
 (80)
 (120)",200,0,0,0,80,120,"155
 (87)
 (7)
 (3)
 (8)
 (50)",155,87,7,3,8,50,45,70,"155
 (87)
 (7)
 (3)
 (8)
 (50)",155,"45
 (0)
 (0)
 (0)
 (72)
 (70)",★2024 진주시 전기자동차(화물) 보급사업 마감★
경남,통영시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","129
 (13)
 (13)
 (0)
 (26)
 (77)",129,13,13,0,26,77,"75
 (60)
 (3)
 (0)
 (9)
 (3)",75,60,3,0,9,3,54,74,"75
 (60)
 (3)
 (0)
 (9)
 (3)",75,"54
 (0)
 (10)
 (0)
 (17)
 (74)","★★★★★ 전기화물 접수마감 ★★★★★ 

[통영시 전기자동차 보급사업 (변경4차) 시행 공고]
○ 신청기간 : 2024. 2. 28.(수) 09:00 ~ 예산 소진시 까지
○ 총사업량 : 437대(전기승용 307, 전기화물 130)
  ※ 변경공고일 기준 잔여대수: 전기승용 27대 정도, 전기화물 50대 정도
○ 대상자선정 : 출고등록순
※보조금 차종별 차등지원에 따라 예산 범위 내 보급되며, 보급대수는 변동될 수 있음

★주의사항★
1. 자격부여는 대상자 선정된 것이 아니므로 출고 10일 전 지원가능 확인 요청 필수입니다. 
※대상자 선정은 출고 등록 순※
2. 전산상 잔여대수와 실제 잔여대수는 다릅니다. 
3. 변경공고 붙임 서식으로 접수해 주시기를 바랍니다.(붙임3 서식 변경)
4. 지원신청 및 지급신청 시 첨부파일은 1개의 PDF 파일로 저장하여 제출하시기를 바랍니다."
경남,사천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","145
 (19)
 (19)
 (0)
 (0)
 (107)",145,19,19,0,0,107,"61
 (40)
 (5)
 (4)
 (6)
 (6)",61,40,5,4,6,6,84,101,"60
 (40)
 (4)
 (4)
 (6)
 (6)",60,"85
 (0)
 (15)
 (0)
 (0)
 (101)",
경남,김해시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","400
 (20)
 (20)
 (0)
 (40)
 (320)",400,20,20,0,40,320,"385
 (155)
 (13)
 (73)
 (17)
 (127)",385,155,13,73,17,127,15,193,"385
 (155)
 (13)
 (73)
 (17)
 (127)",385,"15
 (0)
 (7)
 (0)
 (23)
 (193)","★2024년 김해시 전기자동차(화물)보급사업 공고
- 지원대수: 마감"
경남,밀양시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","84
 (10)
 (1)
 (0)
 (2)
 (71)",84,10,1,0,2,71,"67
 (28)
 (2)
 (6)
 (1)
 (30)",67,28,2,6,1,30,17,41,"67
 (28)
 (2)
 (6)
 (1)
 (30)",67,"17
 (0)
 (0)
 (0)
 (1)
 (41)","<2024년도 전기자동차 보급사업(2차) 공고>
1. 신청기간: 
  - 승용: 2024. 7. 29.(월) 10:00 ~ 예산소진 시
  - 화물: 접수중 ~ 예산소진 시 
2. 사업량
  - 승용: 120대 (일반 96, 우선 12, 택시 12)
  - 화물: 62대(일반 35, 우선 0(예산소진) 중소기업 생산물량 9, 택배물량 18)
※ 보급대수는 예산편성 단가기준 수량이며, 신청 차종에 따라 보조금이 상이하므로 실제 물량은 공고 물량과 다름.
3. 선정기준: 차량 출고등록순 
4. 차종별 지원금액: 무공해차 통합관리시스템 > 구매보조금 지급현황 > 차종별 보조금> 밀양시 조회
※ 지침변경 등으로 인한 본공고 대비 변경사항이 있으니 반드시 공고문을 확인하시기 바랍니다."
경남,거제시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","245
 (0)
 (0)
 (0)
 (0)
 (245)",245,0,0,0,0,245,"84
 (56)
 (9)
 (8)
 (2)
 (9)",84,56,9,8,2,9,161,236,"83
 (55)
 (9)
 (8)
 (2)
 (9)",83,"162
 (0)
 (0)
 (0)
 (0)
 (236)","<2024년 전기자동차(승용,화물) 보급사업 변경공고(3차)>
1. 신청기간 : 2024.9.4.(수) 09:00 ~ 2024.12.6.(금) 18:00
    * 예산 소진 시 조기종료
2. 보급대수 : 339대 (승용 153대, 화물 186대)
    * 보급대수는 차종별 지원금액 차이 및 예산범위 내에서 변동될 수 있음"
경남,양산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","279
 (0)
 (0)
 (0)
 (0)
 (279)",279,0,0,0,0,279,"227
 (119)
 (13)
 (18)
 (14)
 (63)",227,119,13,18,14,63,52,216,"227
 (119)
 (13)
 (18)
 (14)
 (63)",227,"52
 (0)
 (0)
 (0)
 (0)
 (216)",
경남,의령군,전기화물,"*일반: 접수순
*우선: 접수순","60
 (6)
 (12)
 (0)
 (12)
 (30)",60,6,12,0,12,30,"22
 (8)
 (0)
 (1)
 (2)
 (11)",22,8,0,1,2,11,38,19,"22
 (8)
 (0)
 (1)
 (2)
 (11)",22,"38
 (0)
 (12)
 (0)
 (10)
 (19)",
경남,함안군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","194
 (20)
 (20)
 (0)
 (40)
 (114)",194,20,20,0,40,114,"41
 (24)
 (2)
 (5)
 (0)
 (10)",41,24,2,5,0,10,153,104,"41
 (24)
 (2)
 (5)
 (0)
 (10)",41,"153
 (0)
 (18)
 (0)
 (40)
 (104)",
경남,창녕군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","80
 (6)
 (6)
 (0)
 (12)
 (56)",80,6,6,0,12,56,"55
 (35)
 (1)
 (3)
 (3)
 (13)",55,35,1,3,3,13,25,43,"55
 (35)
 (1)
 (3)
 (3)
 (13)",55,"25
 (0)
 (5)
 (0)
 (9)
 (43)",
경남,고성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","106
 (8)
 (8)
 (2)
 (16)
 (72)",106,8,8,2,16,72,"59
 (29)
 (0)
 (1)
 (1)
 (28)",59,29,0,1,1,28,47,44,"59
 (29)
 (0)
 (1)
 (1)
 (28)",59,"47
 (0)
 (8)
 (1)
 (15)
 (44)","<2024년 하반기 전기자동차 보급사업 변경(2차)공고 안내>
  - 공고: 10.28.(월)
  - 접수: 10.29.(화) 10:00~예산소진시까지
  - 보급대수: 화물 2대(2024.11.21. 기준 잔여물량)
  ※ 반드시 공고문 숙지 후 신청바랍니다.
  ※ 수정된 공고로 지원신청서 작성바랍니다.!!(8.9기준)
  ※ 보급대수는 예산편성 단가기준 수량이며, 신청 차종에 따라 보조금이 상이하므로 실제 물량은 공고 물량과 다를 수 있습니다.
  ※ 전산 상 잔여대수와 실제 잔여대수에 차이가 있습니다. 예산 내 범위에서 보급 대수는 조정될 수 있습니다.

   ★ 주의사항 ★
   1) 반드시 변경공고 붙임서식으로 접수해야힙니다.(의무운행기간 변동)
   2) 자격부여는 대상자 선정된 것이 아닙니다.!! 대상자선정은 출고등록순입니다."
경남,남해군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","60
 (0)
 (0)
 (0)
 (0)
 (60)",60,0,0,0,0,60,"28
 (16)
 (2)
 (0)
 (1)
 (9)",28,16,2,0,1,9,32,51,"28
 (16)
 (2)
 (0)
 (1)
 (9)",28,"32
 (0)
 (0)
 (0)
 (0)
 (51)","<2024년 하반기 남해군 전기자동차 보급사업 물량 수정 안내>
 - 신청기간 : 2024. 11. 1.(금) ∼ 예산 소진 시까지
 - 보급대수 : 95대(승용 55, 화물 40) 
  * 11.1. 기준 신청가능대수
  * 승용차 신청량 증가에 따라 승용차 55대 증, 화물차 20대 감 조정하여 수정공고합니다 
  * 보급대수는 2024년 전기자동차 보조금 업무처리 지침 및 보급여건, 예산범위에 따라 변경될 수 있음
  * 자세한 사항은 남해군 공고문을 확인하여 주시기 바랍니다"
경남,하동군,전기화물,"*일반: 접수순
*우선: 접수순","66
 (0)
 (0)
 (0)
 (0)
 (66)",66,0,0,0,0,66,"69
 (7)
 (1)
 (1)
 (2)
 (58)",69,7,1,1,2,58,0,8,"69
 (7)
 (1)
 (1)
 (2)
 (58)",69,"0
 (0)
 (0)
 (0)
 (0)
 (8)","<2024년 하동군 전기자동차 보급사업 안내(3차)>
1. 접수일 : 2024. 11. 27.(수) 10:00~2024. 12. 10.(화)
2. 보급대수(3차) : 승용 20대, 화물 5대
*  '24. 12. 11.까지 차량 출고 및 '24. 12. 17까지 지급신청서 제출 건만 보조금 지급 가능함 : 회계마감으로 인함
* 예상집행상황에 따라 보급대수는 변경될 수 있음
* 자세한 사항은 공고문을 확인하여 주시기 바랍니다."
경남,산청군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","205
 (14)
 (14)
 (0)
 (27)
 (150)",205,14,14,0,27,150,"47
 (29)
 (3)
 (0)
 (2)
 (13)",47,29,3,0,2,13,158,137,"47
 (29)
 (3)
 (0)
 (2)
 (13)",47,"158
 (0)
 (11)
 (0)
 (25)
 (137)",
경남,함양군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","88
 (4)
 (4)
 (0)
 (8)
 (72)",88,4,4,0,8,72,"25
 (9)
 (1)
 (1)
 (6)
 (8)",25,9,1,1,6,8,63,64,"25
 (9)
 (1)
 (1)
 (6)
 (8)",25,"63
 (0)
 (3)
 (0)
 (2)
 (64)",
경남,거창군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","134
 (10)
 (10)
 (0)
 (19)
 (95)",134,10,10,0,19,95,"110
 (29)
 (0)
 (14)
 (0)
 (67)",110,29,0,14,0,67,24,28,"106
 (27)
 (0)
 (14)
 (0)
 (65)",106,"28
 (0)
 (10)
 (0)
 (19)
 (30)","2024년 거창군 전기자동차 보급 사업 공고
○ 신청기간 : 2024. 3.  4.(월) 14:00 ~
○ 보급대수 : 219대(승용 115대, 화물 104대)  * 상·하반기 2회 공고
○ 보급기준 : 개인, 개인사업자, 법인 당 1대
○ 선정기준 : 출고 · 등록순
○ 지원금액 : 공고문 참조
○ 신청대상
  - 구매신청서 접수일 현재 90일 이상 거창군에 주소를 둔 만 18세 이상 개인, 개인사업자
  - 사업장이 거창군에 소재한 법인, 공공기관 등 
○ 지급신청 후 원본서류 보내주셔야 지급됩니다.(경남 거창군 거창읍 중앙로 103, 거창군청 4층 환경과)"
경남,합천군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","148
 (13)
 (13)
 (0)
 (26)
 (96)",148,13,13,0,26,96,"108
 (60)
 (3)
 (6)
 (2)
 (37)",108,60,3,6,2,37,40,59,"107
 (59)
 (3)
 (6)
 (2)
 (37)",107,"41
 (0)
 (10)
 (0)
 (24)
 (59)","전기자동차 보급사업 개요
 ㅇ 하반기 공급 : 전기화물차 50대
   - 예상 잔여 대수 : 0대(10.10.기준,잔여국비 지자체 문의)
   ※ 보급대수는 보조금 차등지원 및 추가지원 등으로 변경될 수 있음
   ※ 7월26일 이후 화물 차량 신청건에 대해 2만 km 이상 운행하지 않고 2년이내 판매하는 경우 지급된 보조금 회수"
제주,제주특별자치도,전기화물,"*일반: 접수+출고등록순
*우선: 접수+출고등록순","2300
 (230)
 (230)
 (100)
 (460)
 (1280)",2300,230,230,100,460,1280,"1150
 (831)
 (154)
 (23)
 (47)
 (95)",1150,831,154,23,47,95,1150,1185,"1150
 (831)
 (154)
 (23)
 (47)
 (95)",1150,"1150
 (0)
 (76)
 (77)
 (413)
 (1185)",
공단,한국환경공단,전기화물,"*일반: 출고등록순
*우선: 출고등록순","900
 (90)
 (90)
 (540)
 (180)
 (0)",900,90,90,540,180,0,"890
 (78)
 (170)
 (637)
 (1)
 (4)",890,78,170,637,1,4,10,0,"890
 (78)
 (170)
 (637)
 (1)
 (4)",890,"10
 (12)
 (0)
 (0)
 (179)
 (0)","※ 하반기 우선순위 통합집행으로 출고잔여대수는 '전체' 대수 확인하시면 됩니다.
(법인, 개인사업자 해당)
※ 전산 상 표시되어있는 잔여대수와 실제 보급가능대수(=대상자선정 가능 대수)가 상이합니다. 

★☆ 보조금 지급 확정은 신청순(자격부여)이 아닌 출고·등록순(대상자선정)입니다. ☆★
예산 소진 시 자격부여만 되어있다면 보조금 지급 대상이 아니므로 유의해주시기 바랍니다.
(자격부여 = 지급 확정 아님)

※ 전화 응대로 인해 서류 검토가 지연되고 있습니다. 신속한 업무 처리를 위해 전화 문의 자제 부탁드립니다.
※ 모든 절차 검토는 접수된 순서로 진행합니다.

← 공고문은 다운로드 버튼 클릭하시면 확인 가능합니다."
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,`,,,,,,,,,,,,,,,,,,,
